,0,1,2,3,4,5,6,7,8,9
0,0.03676818371907974,0.06896173690533036,0.0702794246063526,0.073768480633669,0.08147508258970958,0.08504023653541894,0.088991497088205,0.08996477084392536,0.09321604245514821,0.09496157563456911
1,0.1115584679797997,0.14802465029514508,0.15160033756888538,0.16545572218874754,0.16854219980764462,0.17284995536881112,0.177999500628513,0.186240654519898,0.18646789397105334,0.19375856565839875
2,0.020768523346641653,0.04928596241324704,0.05432576400751302,0.0599919310907725,0.07026992862526611,0.07227883074593833,0.07616018679730241,0.08257131015673667,0.08335420810612983,0.08955714202675293
3,0.11535088286614889,0.1184278336245327,0.1226125150341514,0.12665845257620983,0.12889997548874865,0.1327982809866152,0.13359689819004034,0.13376583187795005,0.13380003902092108,0.13493723928182316
4,0.048567845412371344,0.058573037611173995,0.06417180975319305,0.0648373277749785,0.06550218491775674,0.06563715407450266,0.07077131620932312,0.07084383849001974,0.07217196547829359,0.07318157869300168
5,0.09154466847392041,0.09575638649719401,0.10069393498617478,0.10266115606693704,0.10327866376459371,0.10459350100269137,0.10500389716577188,0.1075657540716375,0.10898871731514231,0.10916369363941475
6,0.03872323214815624,0.0678618503137072,0.07600935312183627,0.07661553541547564,0.07775754126128213,0.08520790578931042,0.0861501472720738,0.09548156978705366,0.09886315981193396,0.10089534297974313
7,0.07915247565300787,0.08100110215299543,0.12981407271170564,0.13055713692479626,0.13118761256307704,0.13233229752785222,0.13560388130875897,0.1360902544122833,0.13664570056170813,0.13816925199189578
8,0.10086346118391931,0.14835148527062342,0.1511436074235361,0.16131693763830254,0.16868316002494144,0.17066308979682746,0.17164426062062196,0.17942716275135154,0.18128043447653142,0.1858852118539826
9,0.08682654157571867,0.09578258191341472,0.10671084202179269,0.11623283782993513,0.1241238423067865,0.13173148055419404,0.13529223969245244,0.13685769596190053,0.13737318978971116,0.1393421116102379
10,0.024971896043352378,0.029185299330313587,0.03331230125644285,0.03466773893694255,0.036067066210048175,0.03733988482842433,0.03893969807278948,0.041450113461847175,0.04449122234778455,0.04732850756151094
11,0.07560094716999255,0.09412977852412062,0.10702891138846549,0.14748710509058072,0.16380469272276665,0.1678091149759154,0.16798772818869834,0.16963322712841375,0.1796919029644909,0.18040010246671148
12,0.08881141996950617,0.08894774595794995,0.0916167712375851,0.09462509766969861,0.09496877730601777,0.09996646328644421,0.10126020423147487,0.10205535057016851,0.10251258082303848,0.10290144473232628
13,0.07975268779796703,0.08640723457558401,0.09013697225334341,0.09089561409111004,0.09203213946768815,0.0921565441897644,0.09276607993226836,0.0943601982723648,0.09678282723706721,0.09687852288820265
14,0.12827683781571791,0.12904665887189795,0.1340237529768511,0.1363271065672561,0.13761700953007228,0.14138216484054839,0.1413836292503485,0.1453304423133708,0.14617970488751164,0.14663384961529174
15,0.14184039378117927,0.1470161532553481,0.16623962366415534,0.16761464801442624,0.1682583293748039,0.16994741406976452,0.17070643433684624,0.17316642387021797,0.17356019057952202,0.181040785280555
16,0.11436397281049658,0.15759773492344362,0.1582254963082752,0.16342588625734908,0.1782734970571902,0.18278128386954723,0.18531933386724656,0.18695552207945076,0.18776780435687052,0.1898313599856462
17,0.1681067589955859,0.19567383676414177,0.19568499897539413,0.19970431379416917,0.20986998399008847,0.21204269834163117,0.2195476812676463,0.22084869228727616,0.23069809543427097,0.23110999002639415
18,0.1177065027090687,0.11818927321461961,0.12499135603312733,0.13131407878060908,0.13457560895273704,0.13753969965068266,0.14438263304151233,0.14674891964508632,0.14699415026115836,0.14704873773684699
19,0.07889898162840886,0.09242121314395305,0.0974594908872399,0.09850864285939584,0.10320028987362391,0.1052138155091811,0.1092049463348616,0.11096751434090969,0.11164856912204474,0.11202501528230202
20,0.14866903512836827,0.1634710324828225,0.16379009647106263,0.17262308897131923,0.17336667471864364,0.17441895071063812,0.18418137834211146,0.1866247597319284,0.18724730065077042,0.1929403011996198
21,0.08349548832122605,0.08630618101851104,0.08651101752956093,0.10978538239674712,0.11484898474083259,0.11505108573151317,0.1161605629032504,0.11853485168084536,0.12450249844882634,0.12634843515849334
22,0.060800021710522435,0.06744688085449173,0.0738734108458517,0.0743190500342947,0.07451002338611898,0.07537159884863794,0.07614433235638748,0.0766554377197078,0.07835652588648889,0.07864216140849639
23,0.10416797200195461,0.11152405242368123,0.11707274013620764,0.12002737721453384,0.12366998596264171,0.1257633459001469,0.12586221015062465,0.13359008350921864,0.13399805540380053,0.1353384474899871
24,0.1535131824502378,0.1555543926348594,0.16687609572074724,0.1672836857586537,0.1707759090035828,0.17284037263035507,0.17693867652381715,0.17764546320128752,0.17809631741279772,0.18208754343172406
25,0.03528983126907803,0.03776715306983035,0.04900791161639109,0.0500694206177782,0.05016777536427142,0.05270612324958077,0.0557213904259396,0.055884097603880176,0.06457463999899647,0.06678125513196051
26,0.056037504182466974,0.0633271305523944,0.06935372084466704,0.07055543324932528,0.07216332285170902,0.08025368022090948,0.08378459817293393,0.08936567291191849,0.0908156642710937,0.09102248629871633
27,0.01277109180923852,0.02083028213923182,0.021522181906117207,0.0281356408492858,0.033278523374693135,0.036700714039375304,0.03930036583799186,0.03934932589003273,0.039988513438236256,0.04144441838173145
28,0.006946293112157018,0.010007073947962984,0.010977503860167864,0.012667786112813906,0.013208293000989793,0.01527318987638144,0.016964295122403408,0.017830801804742287,0.02368297857111732,0.02576590291451096
29,0.1223791037677593,0.14084085727515294,0.17875750024544423,0.18068841716889328,0.2114004495572325,0.21438978495021635,0.22166764673492614,0.23900342280394227,0.24314060492233708,0.2450798725334253
30,0.09898114017831883,0.10921401647682408,0.11305197258340961,0.1165329811426791,0.11861578663061675,0.11882444793475795,0.11882750811575578,0.1193437679604595,0.1205430138913077,0.12226378713666611
31,0.09659529752011739,0.11458866144169762,0.12295645157127788,0.12315495352603564,0.12603457264179538,0.12729778323678698,0.12836081423861412,0.13011518309943693,0.13366924911886052,0.13526160365380857
32,0.05954542312386401,0.0622928028587573,0.06295666751028044,0.06518651702614583,0.066350651594389,0.06911734208576018,0.0742564340646654,0.07426367678751168,0.08081761122428698,0.08471261142828738
33,0.07339378292471373,0.08038783585219843,0.08510159970294331,0.08952680459504851,0.09018046450867281,0.09239159767532976,0.09344035907465253,0.09380112220011012,0.09661548140437952,0.09742556048081018
34,0.0722253679879861,0.07411124212965264,0.07920191552607801,0.0840623227433076,0.09568225650035643,0.09768257185393928,0.09815110865395259,0.10156168461088065,0.1047749812980179,0.10489480541952495
35,0.0288107906174058,0.02940425033902411,0.035737138063924506,0.035747811611342044,0.03633493956235513,0.040013036325677605,0.04177737768218583,0.04355361576264361,0.044417944256797834,0.044452995163430806
36,0.09429846177960699,0.10221842788851726,0.10494975042847886,0.10607162876566006,0.10658337275110034,0.10697729561453681,0.10729824060999324,0.11136469494862365,0.11332634815434584,0.11389207296383713
37,0.046266285878596346,0.0483170879606791,0.04923278008603618,0.04942393432336198,0.05145325926508448,0.0571931314844711,0.05741572822842188,0.057519620869751924,0.05917072379986576,0.05950823448061621
38,0.04459386146096793,0.04549135970709161,0.04708183111349855,0.04798215711074274,0.052160644925077375,0.05605296822649094,0.06164646088787257,0.06500597577146273,0.06509456296803906,0.06574488848572183
